fare,dest,datescraped,timescraped,origtime,date,desttime,orig
$30.00 ,"Los Angeles, CA (Union Station)",7/14/2014,12:46.2,11:45 AM,7/28/2014,7:35 PM,"San Francisco, CA (200 Folsom) Greyhound Slip 1"
$22.00 ,"Los Angeles, CA (Union Station)",7/14/2014,12:46.2,3:00 PM,7/28/2014,10:50 PM,"San Francisco, CA (200 Folsom) Greyhound Slip 1"
$24.00 ,"Los Angeles, CA (Union Station)",7/14/2014,12:46.4,10:45 PM,7/28/2014,6:15 AM,"San Francisco, CA (200 Folsom) Greyhound Slip 1"
$27.00 ,"Los Angeles, CA (Union Station)",7/14/2014,13:00.0,8:50 AM,7/28/2014,3:50 PM,"San Jose, CA (Diridon Station)"
$30.00 ,"Los Angeles, CA (Union Station)",7/14/2014,13:00.1,12:55 PM,7/28/2014,7:35 PM,"San Jose, CA (Diridon Station)"
$22.00 ,"Los Angeles, CA (Union Station)",7/14/2014,13:00.2,4:10 PM,7/28/2014,10:50 PM,"San Jose, CA (Diridon Station)"
$24.00 ,"Los Angeles, CA (Union Station)",7/14/2014,13:00.3,11:55 PM,7/28/2014,6:15 AM,"San Jose, CA (Diridon Station)"
$8.00 ,"Bellingham, WA (4194 Cordata Pkwy.)",7/14/2014,13:27.6,6:30 AM,7/28/2014,8:30 AM,"Seattle, WA (5th Avenue South @ S. King St)"
$8.00 ,"Bellingham, WA (4194 Cordata Pkwy.)",7/14/2014,13:27.6,10:00 AM,7/28/2014,12:00 PM,"Seattle, WA (5th Avenue South @ S. King St)"
$7.00 ,"Bellingham, WA (4194 Cordata Pkwy.)",7/14/2014,13:27.7,1:00 PM,7/28/2014,3:00 PM,"Seattle, WA (5th Avenue South @ S. King St)"
$7.00 ,"Bellingham, WA (4194 Cordata Pkwy.)",7/14/2014,13:27.8,2:30 PM,7/28/2014,4:30 PM,"Seattle, WA (5th Avenue South @ S. King St)"
$11.00 ,"Bellingham, WA (4194 Cordata Pkwy.)",7/14/2014,13:27.9,6:00 PM,7/28/2014,8:00 PM,"Seattle, WA (5th Avenue South @ S. King St)"
$14.00 ,"Portland, OR (SW Salmon St. between 5th & 6th Ave)",7/14/2014,13:55.2,8:00 AM,7/28/2014,11:15 AM,"Seattle, WA (5th Avenue South @ S. King St)"
$17.00 ,"Portland, OR (SW Salmon St. between 5th & 6th Ave)",7/14/2014,13:55.3,10:30 AM,7/28/2014,1:45 PM,"Seattle, WA (5th Avenue South @ S. King St)"
$13.00 ,"Portland, OR (SW Salmon St. between 5th & 6th Ave)",7/14/2014,13:55.4,11:45 AM,7/28/2014,3:00 PM,"Seattle, WA (5th Avenue South @ S. King St)"
$12.00 ,"Portland, OR (SW Salmon St. between 5th & 6th Ave)",7/14/2014,13:55.5,12:30 PM,7/28/2014,3:45 PM,"Seattle, WA (5th Avenue South @ S. King St)"
$14.00 ,"Portland, OR (SW Salmon St. between 5th & 6th Ave)",7/14/2014,13:55.6,2:00 PM,7/28/2014,5:30 PM,"Seattle, WA (5th Avenue South @ S. King St)"
$16.00 ,"Portland, OR (SW Salmon St. between 5th & 6th Ave)",7/14/2014,13:55.7,3:00 PM,7/28/2014,6:30 PM,"Seattle, WA (5th Avenue South @ S. King St)"
$16.00 ,"Portland, OR (SW Salmon St. between 5th & 6th Ave)",7/14/2014,13:55.8,6:45 PM,7/28/2014,10:00 PM,"Seattle, WA (5th Avenue South @ S. King St)"
$14.00 ,"Vancouver, BC (1150 Station Street-Gate 4)",7/14/2014,14:09.5,6:30 AM,7/28/2014,10:30 AM,"Seattle, WA (5th Avenue South @ S. King St)"
$16.00 ,"Vancouver, BC (1150 Station Street-Gate 4)",7/14/2014,14:09.6,10:00 AM,7/28/2014,2:00 PM,"Seattle, WA (5th Avenue South @ S. King St)"
$13.00 ,"Vancouver, BC (1150 Station Street-Gate 4)",7/14/2014,14:09.7,1:00 PM,7/28/2014,5:00 PM,"Seattle, WA (5th Avenue South @ S. King St)"
$13.00 ,"Vancouver, BC (1150 Station Street-Gate 4)",7/14/2014,14:09.8,2:30 PM,7/28/2014,6:30 PM,"Seattle, WA (5th Avenue South @ S. King St)"
$19.00 ,"Vancouver, BC (1150 Station Street-Gate 4)",7/14/2014,14:09.9,6:00 PM,7/28/2014,10:00 PM,"Seattle, WA (5th Avenue South @ S. King St)"
$9.00 ,"Bellingham, WA (4194 Cordata Pkwy.)",7/14/2014,14:23.5,6:30 AM,7/28/2014,8:30 AM,"Vancouver, BC (1150 Station Street-Gate 4)"
$8.00 ,"Bellingham, WA (4194 Cordata Pkwy.)",7/14/2014,14:23.6,11:30 AM,7/28/2014,1:30 PM,"Vancouver, BC (1150 Station Street-Gate 4)"
$8.00 ,"Bellingham, WA (4194 Cordata Pkwy.)",7/14/2014,14:23.7,2:15 PM,7/28/2014,4:15 PM,"Vancouver, BC (1150 Station Street-Gate 4)"
$8.00 ,"Bellingham, WA (4194 Cordata Pkwy.)",7/14/2014,14:23.8,6:30 PM,7/28/2014,8:30 PM,"Vancouver, BC (1150 Station Street-Gate 4)"
$6.00 ,"Bellingham, WA (4194 Cordata Pkwy.)",7/14/2014,14:23.9,8:00 PM,7/28/2014,10:00 PM,"Vancouver, BC (1150 Station Street-Gate 4)"
$36.00 ,"Portland, OR (SW Salmon St. between 5th & 6th Ave)",7/14/2014,14:37.5,6:30 AM,7/28/2014,1:45 PM,"Vancouver, BC (1150 Station Street-Gate 4)"
$33.00 ,"Portland, OR (SW Salmon St. between 5th & 6th Ave)",7/14/2014,14:37.6,2:15 PM,7/28/2014,10:00 PM,"Vancouver, BC (1150 Station Street-Gate 4)"
$19.00 ,"Seattle, WA (5th Avenue South @ S. King St)",7/14/2014,14:51.3,6:30 AM,7/28/2014,10:15 AM,"Vancouver, BC (1150 Station Street-Gate 4)"
$15.00 ,"Seattle, WA (5th Avenue South @ S. King St)",7/14/2014,14:51.4,11:30 AM,7/28/2014,3:30 PM,"Vancouver, BC (1150 Station Street-Gate 4)"
$17.00 ,"Seattle, WA (5th Avenue South @ S. King St)",7/14/2014,14:51.5,2:15 PM,7/28/2014,6:15 PM,"Vancouver, BC (1150 Station Street-Gate 4)"
$15.00 ,"Seattle, WA (5th Avenue South @ S. King St)",7/14/2014,14:51.6,6:30 PM,7/28/2014,10:30 PM,"Vancouver, BC (1150 Station Street-Gate 4)"
$12.00 ,"Seattle, WA (5th Avenue South @ S. King St)",7/14/2014,14:51.7,8:00 PM,7/28/2014,12:00 AM,"Vancouver, BC (1150 Station Street-Gate 4)"
